    059.1313,     049.04945136, 22.827065,   15.03663453,      00062.0371
      71.445551, 25.01913, 020.93091,    46.84950893, 57.02797236
    0078.139,     00051.9567,010.85827,015.6974,      00079.71643
    020.627577,   0000054.934,   000044.2546,     81.0620028,     47.72659912
  056.718332,   0057.3126576, 0061.372,      061.7466807,    00000094.327
    000018.0939,  58.8604264,     35.88627079,      0038.708,0000067.269
    36.60201114,     95.787085,    0000045.3503,      00000019.774,      017.81681294
00094.594,    097.00913,      00068.307,   56.55243091,      009.86157
74.70220947,017.3636105,    000058.32891,      0026.8501254,     88.72683238
     0000059.7917,10.8879445, 00067.373,   0000046.6098,00000040.424
     00000074.364,  84.50428177,    0062.6335436,   27.3540625,37.8833182
    13.83790921,86.2620623,  7.427927083,26.225488,     96.20515939
0094.69445,00014.403,    054.0478246, 0058.503,35.3502491
    0069.9536,   6.677093,     096.00841784, 00054.976857,     0000076.605
   45.55288639,      00076.927,   80.1960309,     000004.0884, 0000073.732
87.8703167,    096.1377,  00042.94933,  0022.8114272,    030.4797321
      76.7814364,   22.34723,    00082.974,    86.037302,    16.7909774
    00026.6739,      0000028.912,  84.535835,      012.5558,00047.8166
    00071.917,094.94372983,   14.63952232,    0023.1061166,  000010.549
  000042.2183,28.9392395,    049.95973503, 73.35614594, 0035.0749
     0054.15512,    00035.559,  00000078.747,   5.476684233,   50.5781961
    49.38063825, 0014.21364,    0047.6467594,     00000062.649, 0000016.602
000094.086,13.28349891,   00014.6227,000053.3177,  0098.46558
000022.678, 001.17095926,069.62885,    12.4484225,  035.0161
    099.53064071,      87.167273,     062.02036,0000061.882,    0000078.815
      0000017.0874,  34.6213368,21.57104338,    000037.113,     0000055.44
      00053.631, 69.0273901,038.41659439,      092.4220875,    055.86486445
      32.43542082, 37.41323178,0032.418,      00010.237, 0091.24917
   00018.158,    0000056.6387,      32.182522,  045.2716496,      00035.368097
   22.28462801,   00082.195165,     0014.76452,     095.65884599,      025.6004
     0081.11789,     0000022.1837,   000053.7857,   00000042.59,     00044.8406
   00053.63439,      85.0850574,      72.857415,    0019.543977, 075.498652
     00057.175513,     58.7496345,    00078.14837,      59.87306785,   0044.879422
     0031.8210684,   60.6807031,  071.8088,   0058.84284,  0063.914
    007.3350785,   000054.354, 17.60365523,     0070.593067,0036.7244
    67.66533375,      78.02371836,     29.34022,    00006.395746, 75.38674068
     89.858431,      034.960703,   98.3091401,    074.037695,   0096.8171872
    44.20820614,76.859395,019.97309963,    00000068.103,  67.97503
      8.41048105,      99.8363741,      15.699306,    000061.389,   49.647024
     043.3195,      097.377647,    22.12241343,    0073.038,    11.77990967
0000086.733,81.58841986,00000065.636,   000034.87234,      45.8823038
00052.032, 0019.149,     016.1407421,      92.755467,  016.552357
    0000061.35,     81.3701969,      0090.4261,      49.3178414,00062.013
   069.62227,    69.34734006,   000000050.17,042.4168,    49.112823
     0000054.5032,  000084.051,      32.052341,     97.17449747,49.35450132
   8.21852728, 00067.354,0039.007524,  000061.09872,  95.23514
     000034.282, 4.514337,      073.997311, 00000090.004,    35.4708785
     0076.6809303,     84.9599309,8.673536652,000095.766,000053.81061
0000062.1312,      00058.5378,   0002.2132697,7.697646,    85.12475762
      59.92987211,     13.8458254,      000071.025,    54.14644365,     0090.0612
    81.3266279,  056.55279,    0016.4803505,     000002.17495,     31.4823494
     00059.89906,   18.3481919,    0000056.144,      005.9495,0079.619933
